emp_no,first_name,last_name,birth_date,title,to_date,from_date
11945,Limsoon,Marakhovsky,1952-02-17,Staff,9999-01-01,1994-01-21
11949,Martijn,Harbusch,1953-01-27,Technique Leader,9999-01-01,1985-03-11
11965,Arup,Morrey,1954-12-03,Engineer,9999-01-01,1993-10-07
11972,Sibyl,Beausoleil,1954-10-01,Senior Staff,9999-01-01,1994-04-25
11980,Yechezkel,Pews,1955-07-03,Staff,9999-01-01,1998-02-18
11989,Erzsebet,Peltason,1953-10-29,Technique Leader,9999-01-01,1989-01-07
11993,Marit,Dalphin,1955-10-29,Senior Staff,9999-01-01,1996-10-22
11994,Sigeru,Fiebach,1953-02-11,Senior Staff,9999-01-01,1999-11-11
12011,Zhilian,Coorg,1953-12-16,Senior Staff,9999-01-01,1997-07-22
12015,Kensei,Guenter,1954-08-26,Staff,9999-01-01,1999-11-16
12023,Chuanyi,Eppinger,1954-07-05,Technique Leader,9999-01-01,1994-12-08
12024,Mayumi,Lanzelotte,1952-11-09,Staff,9999-01-01,1997-11-03
12030,Shuky,Cromarty,1953-06-02,Staff,9999-01-01,1996-06-24
12034,Aemilian,Piazza,1954-04-15,Staff,9999-01-01,1995-11-22
12036,Mads,Ratzlaff,1953-03-02,Senior Staff,9999-01-01,1995-09-05
12037,Arunas,Katzenelson,1954-01-11,Senior Staff,9999-01-01,1992-09-30
12040,Bluma,Kermarrec,1955-03-24,Senior Staff,9999-01-01,1998-09-28
12043,Masaki,Lubachevsky,1952-12-11,Staff,9999-01-01,2000-01-05
12044,Rance,Hemaspaandra,1955-08-16,Senior Engineer,9999-01-01,1990-04-19
12047,Jordanka,Ligten,1954-01-16,Assistant Engineer,9999-01-01,1996-08-23
12053,Yechezkel,Pelc,1955-06-20,Senior Engineer,9999-01-01,1989-11-12
12054,Odysseas,Braccini,1954-04-08,Staff,9999-01-01,1999-08-06
12060,Toshimi,Antonakopoulos,1955-03-25,Technique Leader,9999-01-01,1996-06-21
12062,Margareta,Worfolk,1954-01-20,Senior Staff,9999-01-01,1996-01-04
12070,Ger,Shokrollahi,1955-07-23,Technique Leader,9999-01-01,1988-11-14
12076,Karlis,Siprelle,1955-03-16,Senior Staff,9999-01-01,1985-03-25
12080,Panayotis,Feinberg,1953-10-16,Senior Staff,9999-01-01,2001-05-17
12082,Xinan,Yamaashi,1953-09-20,Senior Staff,9999-01-01,1992-01-29
12089,Bilhanan,Socorro,1954-06-21,Senior Staff,9999-01-01,1994-10-22
12090,Shigenori,Angelopoulos,1955-03-27,Engineer,9999-01-01,1999-10-03
12091,Lansing,Cunliffe,1955-02-19,Senior Engineer,9999-01-01,1989-03-21
12092,Kauko,Unno,1955-07-20,Senior Staff,9999-01-01,1998-08-08
12094,Weiru,Pearson,1955-05-02,Senior Staff,9999-01-01,1989-04-27
12099,Nobuyoshi,Kuzuoka,1953-01-12,Senior Staff,9999-01-01,1999-02-15
12102,Aron,Erde,1952-10-14,Staff,9999-01-01,1994-02-17
12112,Satyanarayana,Avouris,1953-07-01,Senior Staff,9999-01-01,1997-09-26
12114,Shiv,Rubsam,1954-11-05,Staff,9999-01-01,1997-02-04
12123,Xiahua,Syrzycki,1954-07-08,Senior Staff,9999-01-01,1994-07-18
12125,Shounak,Erman,1953-04-16,Engineer,9999-01-01,1997-03-31
12138,Takahito,Brender,1953-09-02,Engineer,9999-01-01,1996-02-23
12140,Xudong,Paciorek,1952-07-30,Senior Staff,9999-01-01,1996-11-15
12149,Suebskul,Grandbois,1954-10-25,Senior Staff,9999-01-01,1988-10-01
12159,Shem,Perly,1955-08-15,Senior Engineer,9999-01-01,1985-07-17
12160,Aamer,Garrabrants,1954-12-11,Senior Staff,9999-01-01,1989-09-19
12164,Muneo,Chachaty,1954-01-04,Engineer,9999-01-01,1996-05-14
12165,Xiaobin,Maquelin,1952-11-19,Senior Engineer,9999-01-01,1994-08-29
12168,Arnd,Salverda,1954-07-10,Senior Staff,9999-01-01,1996-06-21
12172,Jianhua,Llado,1954-04-04,Senior Staff,9999-01-01,1990-12-08
12174,Slavian,Plavsic,1955-02-01,Senior Engineer,9999-01-01,1996-01-09
12183,Harngdar,Iisaku,1954-06-29,Engineer,9999-01-01,1998-04-04
12186,Guther,Nooteboom,1952-12-06,Senior Staff,9999-01-01,1998-01-24
12190,Abdulah,Engberts,1952-12-19,Senior Engineer,9999-01-01,1997-12-13
12191,Rosella,Bazzichi,1953-12-02,Engineer,9999-01-01,1998-11-22
12205,Sushant,Rossi,1955-08-24,Senior Engineer,9999-01-01,1987-11-11
12210,Vugranam,Ashish,1954-01-12,Senior Staff,9999-01-01,1997-11-08
12213,Kwangho,Brizzi,1952-09-26,Senior Staff,9999-01-01,2000-10-31
12216,Aloke,Mansanne,1954-12-27,Engineer,9999-01-01,1995-10-25
12219,Junsik,Gadepally,1952-07-13,Senior Staff,9999-01-01,1995-06-13
12222,Abdelwaheb,Holburn,1953-03-04,Senior Staff,9999-01-01,1996-08-14
12230,Yuriy,Bellone,1952-02-08,Engineer,9999-01-01,1997-04-13
12231,Nishit,Bharadwaj,1954-08-27,Senior Engineer,9999-01-01,1990-05-19
12235,Honesty,Haumacher,1954-06-05,Staff,9999-01-01,1997-07-10
12247,Subbu,Penttonen,1952-03-26,Technique Leader,9999-01-01,1985-04-09
12250,Kerhong,Aloia,1954-10-02,Senior Engineer,9999-01-01,1991-04-25
12256,Guadalupe,Reghbati,1955-02-15,Senior Staff,9999-01-01,1992-08-26
12264,Mart,Pagter,1953-12-30,Engineer,9999-01-01,1998-01-09
12270,Shakhar,Kornyak,1953-08-10,Senior Staff,9999-01-01,1996-08-19
12272,Behnaam,Grandbois,1955-10-16,Senior Staff,9999-01-01,1992-12-07
12273,Jaideep,Uehara,1953-11-22,Senior Staff,9999-01-01,1998-02-14
12282,Tadahiro,Delgrange,1952-02-02,Engineer,9999-01-01,1999-10-06
12291,Masamitsu,Koyama,1953-12-28,Senior Staff,9999-01-01,1999-03-29
12298,Tetsurou,Rodham,1954-03-03,Senior Engineer,9999-01-01,1994-03-31
12308,Mototsugu,Cronau,1952-02-17,Senior Staff,9999-01-01,1991-08-11
12311,Susanne,Lubachevsky,1955-02-11,Senior Engineer,9999-01-01,1985-10-22
12317,Weiyi,Crabtree,1952-05-23,Staff,9999-01-01,1996-08-11
12328,Atilio,Prampolini,1952-05-29,Staff,9999-01-01,1997-05-03
12338,Kagan,Besselaar,1952-09-23,Staff,9999-01-01,1997-01-10
12339,Pranay,Czaja,1954-08-14,Staff,9999-01-01,1996-07-18
12343,Sorina,Slaats,1952-10-18,Senior Staff,9999-01-01,1997-08-25
12364,Neelam,Cummings,1954-07-01,Assistant Engineer,9999-01-01,1998-11-02
12368,Gor,Dechter,1955-10-07,Senior Staff,9999-01-01,2000-06-14
12373,Mooi,Driscoll,1953-04-26,Senior Staff,9999-01-01,1993-11-11
12379,Kazuhisa,Serna,1955-04-04,Technique Leader,9999-01-01,1996-06-02
12381,Amalendu,Klerer,1953-04-13,Senior Staff,9999-01-01,1998-06-24
12388,Arumugam,Hebert,1954-12-14,Senior Engineer,9999-01-01,1997-09-11
12394,Stevo,Reeken,1952-02-09,Engineer,9999-01-01,1998-09-26
12395,Sanjit,Felder,1955-01-08,Senior Staff,9999-01-01,1995-06-05
12399,Mihalis,Luga,1955-11-15,Senior Staff,9999-01-01,1996-12-06
12411,Shao,Ibel,1952-05-31,Senior Staff,9999-01-01,1991-08-17
12417,Dannz,Spelt,1955-11-18,Senior Engineer,9999-01-01,1998-02-02
12422,Berhard,Demos,1954-12-04,Senior Staff,9999-01-01,2001-06-07
12426,Shahaf,Valtorta,1952-04-29,Technique Leader,9999-01-01,1999-05-17
12427,Zissis,Daescu,1955-09-15,Senior Staff,9999-01-01,2000-09-09
12434,Xumin,Bernardinello,1953-09-23,Engineer,9999-01-01,1994-09-11
12438,Yongmao,Mondadori,1953-11-24,Senior Staff,9999-01-01,1999-12-20
12452,Hiroyasu,Francisci,1953-10-04,Engineer,9999-01-01,1997-09-28
12454,Kerryn,Farris,1954-08-21,Staff,9999-01-01,1998-12-18
12464,Shai,Milicic,1955-09-08,Staff,9999-01-01,1998-06-01
12466,Cullen,Nations,1953-07-30,Senior Staff,9999-01-01,1994-02-19
12468,Ioana,Baezner,1952-05-05,Staff,9999-01-01,1993-12-08
12480,Tetsushi,Schade,1953-02-19,Staff,9999-01-01,1997-12-21
12487,Mona,Reghbati,1954-04-24,Senior Staff,9999-01-01,1998-12-07
12489,Arnould,Munck,1955-01-23,Senior Engineer,9999-01-01,1986-04-11
12492,Kristinn,Hammerschmidt,1953-07-13,Senior Engineer,9999-01-01,1992-11-16
12497,Stein,Penz,1953-08-26,Senior Staff,9999-01-01,1997-09-25
12499,Izaskun,Lamba,1955-09-22,Senior Staff,9999-01-01,1997-08-27
12501,Morrie,Matheson,1954-11-22,Senior Staff,9999-01-01,1986-06-05
12502,Danil,VanScheik,1952-07-22,Senior Engineer,9999-01-01,1989-06-06
12504,Adly,Rosaz,1953-01-04,Engineer,9999-01-01,1997-08-14
12509,Rutger,Krzyzanowski,1954-05-20,Senior Staff,9999-01-01,1997-09-25
12514,Tomofumi,Melter,1952-11-14,Engineer,9999-01-01,1999-11-13
12520,Goetz,Basart,1954-01-21,Engineer,9999-01-01,1999-03-06
12522,Trygve,Zhang,1954-03-06,Technique Leader,9999-01-01,1999-01-28
12523,Tonia,Casley,1954-09-26,Senior Staff,9999-01-01,1990-01-22
12524,Tetsushi,Demeyer,1954-02-08,Engineer,9999-01-01,1996-12-19
12528,Conor,Cincotta,1952-11-20,Senior Staff,9999-01-01,1997-09-24
12534,Yongmao,Gerlach,1953-01-31,Senior Engineer,9999-01-01,1985-08-14
12537,Avishai,Gonthier,1955-11-23,Senior Staff,9999-01-01,2001-05-19
12540,Poornachandra,Bresenham,1953-11-03,Senior Staff,9999-01-01,1998-11-28
12541,Shih,Nanard,1952-04-22,Senior Staff,9999-01-01,1996-08-31
12542,Kazuhide,Bouloucos,1954-07-26,Senior Staff,9999-01-01,1993-09-11
12553,Aral,Vesna,1954-05-08,Senior Staff,9999-01-01,1987-02-28
12555,Spyrose,DuCasse,1953-06-24,Assistant Engineer,9999-01-01,1995-07-23
12557,Stafford,Kopetz,1954-01-01,Senior Engineer,9999-01-01,1988-03-20
12558,Danco,Niizuma,1955-02-09,Senior Engineer,9999-01-01,1989-08-12
12563,Honesty,Ducloy,1953-07-03,Engineer,9999-01-01,1998-03-08
12564,Remco,Nitsche,1955-10-03,Staff,9999-01-01,1998-11-03
12574,Mong,Gelosh,1954-09-02,Engineer,9999-01-01,1999-01-08
12590,Gita,Rosenbaum,1953-02-04,Senior Staff,9999-01-01,1993-02-25
12596,Breannda,Roisin,1955-10-10,Senior Staff,9999-01-01,1996-09-29
12597,Kazuhito,Petereit,1952-09-07,Senior Staff,9999-01-01,1999-12-13
12603,Utpal,Roison,1953-11-23,Staff,9999-01-01,1997-06-10
12608,Nectarios,Mondadori,1955-10-27,Senior Staff,9999-01-01,2000-02-22
12612,Chandrasekaran,Thimonier,1954-01-09,Staff,9999-01-01,1999-05-29
12617,Shawna,Rusterholz,1953-05-07,Senior Staff,9999-01-01,1996-03-02
12623,Raimond,Scharstein,1953-01-02,Senior Staff,9999-01-01,2000-11-03
12630,Sreekrishna,Falco,1954-04-23,Senior Staff,9999-01-01,1997-06-03
12636,Yuuichi,Debuse,1955-11-21,Senior Staff,9999-01-01,1996-10-22
12638,Yuqun,Seiwald,1954-11-09,Engineer,9999-01-01,1999-04-29
12642,Suebskul,Gips,1955-09-27,Senior Staff,9999-01-01,2001-10-28
12645,Kyoichi,Decaestecker,1955-04-01,Staff,9999-01-01,1999-05-21
12651,Pragnesh,Bael,1952-07-24,Senior Staff,9999-01-01,1988-01-27
12656,Seshu,Morton,1955-08-12,Senior Staff,9999-01-01,2001-06-27
12663,Nobuyoshi,Stellhorn,1954-10-31,Technique Leader,9999-01-01,1986-09-29
12664,Zhonghua,Parveen,1952-05-01,Staff,9999-01-01,1999-08-04
12666,Stamatina,Prenel,1955-03-14,Engineer,9999-01-01,1998-04-19
12670,Seongbae,Alameldin,1952-06-10,Engineer,9999-01-01,1999-09-10
12672,Mayumi,Varman,1953-04-26,Senior Engineer,9999-01-01,1998-04-02
12680,Bader,Staudhammer,1954-09-15,Staff,9999-01-01,1995-11-12
12687,Weicheng,Badache,1954-12-06,Staff,9999-01-01,1998-04-12
12697,Uri,Brizzi,1955-06-25,Senior Staff,9999-01-01,1994-07-11
12707,Gregory,Zastre,1953-07-22,Staff,9999-01-01,1998-06-24
12715,Honglan,Showalter,1955-12-31,Staff,9999-01-01,1996-07-05
12717,Tzu,Jiafu,1953-04-17,Staff,9999-01-01,1999-10-20
12722,Elliott,Cheshire,1955-09-23,Senior Staff,9999-01-01,1985-03-29
12725,Inderjeet,Flexer,1953-07-28,Senior Staff,9999-01-01,1999-05-28
12726,Fumitake,Panwar,1954-03-27,Senior Engineer,9999-01-01,1994-05-19
12731,Yongmao,Waymire,1953-05-09,Senior Staff,9999-01-01,1988-04-05
12732,Mara,Takanami,1952-09-27,Senior Staff,9999-01-01,1988-04-06
12734,Gil,Frijda,1952-03-05,Senior Engineer,9999-01-01,1986-03-03
12747,Salvador,Atrawala,1955-10-23,Technique Leader,9999-01-01,1994-05-23
12748,Berry,Kakkar,1953-12-23,Engineer,9999-01-01,1998-12-13
12755,Rildo,Rodite,1955-02-20,Senior Staff,9999-01-01,1994-03-18
12761,Hitofumi,Schaad,1953-11-05,Senior Staff,9999-01-01,2002-05-06
12769,Abdelwaheb,Gluchowski,1955-05-11,Engineer,9999-01-01,1994-09-02
12770,Maik,Benzaken,1955-01-17,Senior Staff,9999-01-01,1990-11-16
12774,Moon,Asrin,1952-12-30,Engineer,9999-01-01,1997-08-02
12777,Sreenivas,Cichocki,1954-11-01,Senior Staff,9999-01-01,1999-08-20
12785,Bouchung,Armand,1954-10-20,Senior Engineer,9999-01-01,1996-12-29
12786,Weiyi,Schusler,1953-01-28,Engineer,9999-01-01,1999-12-08
12789,Sanjai,Felcyn,1955-03-20,Engineer,9999-01-01,1996-09-24
12790,Gunilla,Perl,1953-02-05,Senior Staff,9999-01-01,2000-08-07
12795,Masoud,Fordan,1952-05-06,Senior Staff,9999-01-01,1997-06-23
12798,Lillian,Beeson,1952-05-18,Senior Staff,9999-01-01,1996-12-26
12799,Tiina,Businaro,1954-11-21,Senior Staff,9999-01-01,1993-12-25
12803,Gad,Boissier,1952-05-12,Senior Staff,9999-01-01,1990-03-16
12807,Gretta,Babb,1955-10-05,Senior Engineer,9999-01-01,1996-08-06
12810,Kristof,Staelin,1955-06-15,Technique Leader,9999-01-01,1996-07-06
12815,Sushant,Junot,1955-03-25,Senior Staff,9999-01-01,1993-02-27
12821,Arco,Gihr,1952-06-01,Engineer,9999-01-01,1997-05-04
12828,Oksana,Camurati,1954-01-30,Staff,9999-01-01,1999-06-07
12840,Zhensheng,Ferretti,1952-12-20,Engineer,9999-01-01,1994-09-10
12848,Kazuhide,Smeets,1953-01-17,Engineer,9999-01-01,1997-05-11
12851,Kwangyoen,Ramsay,1953-08-08,Staff,9999-01-01,1998-08-25
12855,Mabhin,Murrill,1953-10-24,Senior Staff,9999-01-01,1997-08-12
12857,Alagu,Gils,1952-06-02,Senior Engineer,9999-01-01,1995-07-05
12865,Katsuyuki,Rothe,1952-04-03,Senior Staff,9999-01-01,1994-02-14
12868,Berthier,Nanard,1952-08-28,Senior Engineer,9999-01-01,1990-01-07
12869,Jacopo,Swiler,1952-05-11,Staff,9999-01-01,1999-01-02
12872,Marl,Schmittgen,1953-02-18,Senior Staff,9999-01-01,1993-09-09
12881,Huai,Yurek,1953-08-21,Staff,9999-01-01,1999-08-25
12885,Anwar,Collavizza,1952-12-25,Senior Engineer,9999-01-01,1990-09-11
12889,Mayumi,Mukaidono,1952-05-02,Engineer,9999-01-01,1999-04-28
12890,Neven,Casley,1955-10-05,Senior Staff,9999-01-01,1985-10-31
12893,Licheng,Crouzet,1954-10-09,Senior Staff,9999-01-01,1995-03-18
12895,Roddy,Serot,1952-04-28,Senior Engineer,9999-01-01,1993-08-15
12899,Chinho,Sethi,1954-07-13,Senior Staff,9999-01-01,1998-01-13
12910,Uno,Casley,1955-01-27,Staff,9999-01-01,1998-03-16
12915,Arco,Ligten,1955-08-17,Senior Staff,9999-01-01,2000-03-31
12926,Heekeun,Luby,1952-04-24,Senior Staff,9999-01-01,1992-12-24
12936,Reinhold,Farrow,1955-11-13,Technique Leader,9999-01-01,1994-11-10
12944,Alselm,Benzmuller,1955-07-07,Senior Staff,9999-01-01,2001-06-24
12960,Tayeb,Navazio,1955-07-20,Engineer,9999-01-01,1994-08-19
12962,Paraskevi,Beerel,1952-10-26,Senior Staff,9999-01-01,2001-10-21
12969,Mohan,Angot,1955-03-27,Senior Staff,9999-01-01,1999-02-05
12983,Elliott,Hambrick,1954-04-07,Staff,9999-01-01,1999-06-28
12986,Khun,Hennebert,1952-03-08,Senior Engineer,9999-01-01,1990-09-20
13000,Adhemar,Chiodo,1955-01-31,Engineer,9999-01-01,1997-07-05
13002,Henk,Muhlberg,1954-12-08,Senior Engineer,9999-01-01,1994-05-03
13008,Jayesh,Zaumen,1955-12-23,Engineer,9999-01-01,2000-01-07
13011,Aamer,Glowinski,1955-02-25,Technique Leader,9999-01-01,1995-05-18
13013,Heekeun,Baak,1952-10-17,Engineer,9999-01-01,2000-01-22
13027,Paraskevi,Kohling,1955-03-13,Technique Leader,9999-01-01,1992-01-23
13030,Yahiko,Kroll,1955-02-12,Senior Staff,9999-01-01,1999-11-25
13034,Arunas,Rosen,1955-02-21,Senior Staff,9999-01-01,1992-06-23
13046,Vivian,Stafford,1953-03-09,Senior Staff,9999-01-01,1987-04-19
13048,Kerhong,Massonet,1952-07-17,Senior Engineer,9999-01-01,1996-11-14
13065,Zine,Schiper,1955-07-27,Senior Staff,9999-01-01,2001-01-26
13067,Wayne,Kornyak,1955-08-01,Senior Engineer,9999-01-01,1994-11-24
13075,Rosella,Morrin,1955-05-24,Senior Staff,9999-01-01,1991-08-17
13076,Deniz,Skafidas,1954-03-09,Engineer,9999-01-01,1995-01-28
13084,Domenico,Pagter,1953-01-05,Senior Staff,9999-01-01,2002-03-02
13086,Dzung,Domenig,1953-06-10,Senior Staff,9999-01-01,2000-01-27
13093,Sajjan,Unno,1953-08-12,Staff,9999-01-01,1999-09-18
13103,Srinidhi,Ellozy,1952-05-09,Senior Engineer,9999-01-01,1988-06-19
13108,Rance,Matteis,1955-10-16,Senior Staff,9999-01-01,1989-12-14
13110,Maria,Kamble,1953-09-29,Senior Engineer,9999-01-01,1989-07-16
13124,Quingbo,Garnick,1955-11-06,Senior Staff,9999-01-01,1985-03-17
13133,Guther,Senzako,1955-06-21,Senior Staff,9999-01-01,1991-09-03
13140,Shuji,Vidal,1955-07-03,Staff,9999-01-01,1999-05-30
13143,Qingxiang,Ventosa,1953-10-06,Technique Leader,9999-01-01,1990-02-25
13144,Persi,Nollmann,1952-07-11,Senior Staff,9999-01-01,1997-06-19
13146,Haldon,Erie,1953-11-01,Senior Staff,9999-01-01,1985-05-25
13147,Shichao,Ginesta,1955-12-28,Senior Staff,9999-01-01,1998-06-29
13150,Mahmut,Stavenow,1953-06-28,Technique Leader,9999-01-01,1991-06-15
13159,Jingling,Ranst,1954-09-22,Staff,9999-01-01,1999-08-12
13170,Cheong,Bernardeschi,1955-10-25,Senior Staff,9999-01-01,1998-01-09
13173,Arve,Horswill,1953-04-20,Senior Staff,9999-01-01,1996-09-23
13179,Moty,Janocha,1955-09-09,Staff,9999-01-01,1999-02-19
13182,Kokou,Rodite,1954-02-25,Engineer,9999-01-01,1999-03-03
13186,Kyoichi,Barbanera,1955-06-19,Senior Staff,9999-01-01,1995-04-29
13189,Yuuichi,Bazzichi,1955-11-29,Staff,9999-01-01,1999-10-16
13192,Rosita,Flowers,1953-01-28,Technique Leader,9999-01-01,1993-02-01
13202,Aram,Scharstein,1953-05-10,Senior Staff,9999-01-01,1992-03-28
13203,Phule,Emmart,1953-09-08,Senior Staff,9999-01-01,1995-01-12
13204,Mircea,Pellegrinelli,1954-07-25,Assistant Engineer,9999-01-01,1996-12-16
13206,Tetsurou,Rullman,1954-04-07,Staff,9999-01-01,1999-09-06
13210,Jianhua,Klassen,1953-06-19,Senior Staff,9999-01-01,2002-07-27
13213,Hein,Billawala,1954-12-29,Senior Staff,9999-01-01,1993-08-30
13216,Stabislas,Weedman,1952-10-16,Staff,9999-01-01,1999-05-23
13227,Goncalo,Pell,1952-07-15,Staff,9999-01-01,1997-02-03
13232,Mitchel,Fujisaki,1955-01-29,Technique Leader,9999-01-01,1986-06-02
13235,Taizo,Remmers,1955-03-09,Engineer,9999-01-01,1998-04-23
13238,Ebru,Foote,1953-02-23,Senior Staff,9999-01-01,1998-10-10
13246,Adil,Siepmann,1952-06-09,Staff,9999-01-01,1999-12-31
13252,Morris,Kavvadias,1955-04-11,Staff,9999-01-01,1997-04-04
13260,JoAnna,McDermid,1954-08-02,Technique Leader,9999-01-01,1997-02-08
13263,Subhash,Zockler,1955-03-18,Senior Staff,9999-01-01,1998-06-17
13272,Arun,Jiang,1953-10-11,Senior Staff,9999-01-01,1985-03-10
13276,Yechiam,Seuren,1955-05-07,Senior Staff,9999-01-01,1991-03-09
13282,Cordelia,Macedo,1954-06-12,Senior Staff,9999-01-01,1995-04-16
13288,Muneo,Broomell,1952-08-24,Senior Staff,9999-01-01,1995-04-14
13290,Stamatina,Karner,1955-06-01,Staff,9999-01-01,1995-12-24
13294,Haldun,Stroustrup,1954-12-29,Staff,9999-01-01,1997-12-20
13303,Koldo,Rissanen,1952-06-20,Staff,9999-01-01,1997-03-01
13309,Toshimori,Lipner,1954-11-13,Senior Engineer,9999-01-01,1997-12-25
13312,Filipp,Schurmann,1953-11-11,Engineer,9999-01-01,1998-05-01
13341,Bodh,Doering,1953-06-02,Senior Staff,9999-01-01,1992-03-10
13342,Georgy,Doering,1955-04-03,Engineer,9999-01-01,1999-03-12
13343,Heon,Usery,1952-04-06,Senior Staff,9999-01-01,1995-07-30
13349,Zeydy,Danner,1954-01-21,Senior Staff,9999-01-01,1993-10-02
13357,Mabry,Llado,1953-08-19,Engineer,9999-01-01,1999-01-24
13361,Wilmer,Baek,1955-10-01,Staff,9999-01-01,1996-05-03
13368,Kiyokazu,Klassen,1953-12-29,Staff,9999-01-01,1997-09-30
13371,Nakhoon,Riexinger,1954-01-23,Senior Engineer,9999-01-01,1991-12-13
13373,Juichirou,Naumovich,1954-09-08,Senior Staff,9999-01-01,2000-08-23
13374,Atreye,Kalefeld,1954-05-16,Senior Engineer,9999-01-01,1997-08-13
13378,Rafols,Zhiwei,1952-09-18,Technique Leader,9999-01-01,1998-07-17
13379,Kinh,Engelmann,1953-08-26,Senior Staff,9999-01-01,2001-09-07
13385,Claudi,Buchter,1954-11-15,Senior Staff,9999-01-01,1986-06-10
13386,Khosrow,Sgarro,1952-04-27,Technique Leader,9999-01-01,1986-02-23
13388,Shuji,Cesareni,1954-03-19,Technique Leader,9999-01-01,1994-06-05
13389,Divine,Cmelik,1954-04-26,Senior Staff,9999-01-01,1988-03-23
13390,Nathan,Hutton,1954-06-18,Engineer,9999-01-01,1999-01-10
13392,Fumitake,Beidas,1953-04-05,Senior Staff,9999-01-01,1993-08-26
13394,Anneke,Lorys,1953-12-17,Senior Staff,9999-01-01,2001-03-05
13396,Chuanyi,Aumann,1952-05-19,Senior Staff,9999-01-01,1994-03-29
13402,Augustine,Dulli,1955-05-15,Engineer,9999-01-01,1999-09-12
13405,Randy,Baba,1954-01-19,Senior Staff,9999-01-01,1990-05-10
13412,Ranga,Erdmenger,1952-03-13,Staff,9999-01-01,1996-03-21
13415,Nathalie,Speer,1955-06-23,Technique Leader,9999-01-01,1991-04-25
13417,Dipayan,Condotta,1953-05-20,Senior Staff,9999-01-01,1995-11-05
13427,Sreekrishna,Narwekar,1955-03-13,Staff,9999-01-01,1996-01-26
13442,Giordano,Miake,1953-03-14,Senior Staff,9999-01-01,1994-06-16
13445,Renee,Dehkordi,1954-12-22,Engineer,9999-01-01,1996-11-29
13451,Gretta,Weiland,1952-03-21,Senior Staff,9999-01-01,1995-08-23
13453,Sugwoo,Lalonde,1955-11-30,Senior Engineer,9999-01-01,1995-01-09
13456,Uzi,Erol,1955-06-26,Senior Engineer,9999-01-01,1999-06-13
13465,Sasan,Rehfuss,1953-11-01,Engineer,9999-01-01,1999-03-12
13467,Zhigen,Katzenelson,1954-11-15,Senior Engineer,9999-01-01,1991-07-26
13472,Dzung,Larfeldt,1954-07-18,Engineer,9999-01-01,1997-08-28
13475,Kamakshi,Piancastelli,1952-07-31,Senior Staff,9999-01-01,2000-05-27
13500,Irene,Erol,1954-01-10,Senior Engineer,9999-01-01,1991-11-07
13505,Chandrasekaran,Hambrick,1954-12-11,Staff,9999-01-01,1995-03-26
13522,Jaewon,Vingron,1952-11-20,Senior Staff,9999-01-01,2002-06-01
13523,Dines,Karunanithi,1952-03-06,Staff,9999-01-01,1997-10-24
13524,Chaoyi,Porotnikoff,1955-11-06,Senior Staff,9999-01-01,2000-10-27
13540,Cordelia,Krohn,1953-11-09,Staff,9999-01-01,1999-09-16
13544,Beshir,Sullins,1955-11-10,Senior Staff,9999-01-01,1997-04-24
13549,Matk,Koprowski,1952-05-02,Technique Leader,9999-01-01,1997-06-18
13552,Ingmar,Capobianchi,1955-03-23,Senior Staff,9999-01-01,1993-03-23
13554,Divine,Birke,1955-11-02,Senior Staff,9999-01-01,1999-07-04
13575,Kazuhiko,Hettesheimer,1954-02-17,Senior Engineer,9999-01-01,1991-03-09
13576,Jungsoon,Engberts,1954-08-05,Senior Staff,9999-01-01,2001-08-29
13591,Jinxi,Poulakidas,1953-01-23,Assistant Engineer,9999-01-01,1999-06-24
13598,Subhrajyoti,Barvinok,1955-07-22,Engineer,9999-01-01,1995-12-30
13600,Baocai,Babu,1955-02-25,Staff,9999-01-01,1997-09-02
13605,Dmitry,Encarnacion,1953-08-02,Senior Staff,9999-01-01,1991-09-29
13612,Shao,Mansanne,1954-03-01,Engineer,9999-01-01,1996-06-23
13617,Prodip,Fioravanti,1955-08-12,Engineer,9999-01-01,1999-07-24
13624,Zhigen,Yurek,1952-12-15,Senior Staff,9999-01-01,1996-05-11
13642,Inderjeet,Luit,1954-03-07,Senior Staff,9999-01-01,2000-03-04
13648,Zejun,Lamba,1954-03-28,Technique Leader,9999-01-01,1985-11-16
13653,Kristen,Iivonen,1955-01-01,Senior Staff,9999-01-01,2000-01-17
13662,Tianruo,Zucker,1952-04-13,Senior Staff,9999-01-01,1995-02-06
13670,Moti,Takanami,1953-05-06,Senior Engineer,9999-01-01,1988-06-30
13673,Kish,Levasseur,1953-12-15,Senior Staff,9999-01-01,2000-08-17
13680,Denny,Speer,1953-08-08,Staff,9999-01-01,1996-02-05
13697,Shuichi,Weedon,1953-04-07,Technique Leader,9999-01-01,1985-06-20
13713,Nitsan,Porenta,1952-06-14,Senior Staff,9999-01-01,2001-06-04
13719,Hugh,Porotnikoff,1954-06-22,Senior Engineer,9999-01-01,1994-09-23
13721,Sugwoo,Delgrossi,1952-07-01,Senior Staff,9999-01-01,2001-09-20
13727,Vitali,Merey,1952-08-13,Staff,9999-01-01,1999-10-07
13730,Munehiro,Kalorkoti,1954-06-28,Senior Staff,9999-01-01,1999-07-20
13738,Bangqing,Mitchem,1953-02-05,Engineer,9999-01-01,1998-06-30
13758,Subhrajyoti,Sidou,1953-08-28,Senior Staff,9999-01-01,1993-05-12
13762,Fumino,Choobineh,1953-10-24,Senior Staff,9999-01-01,1998-05-15
